Name,Primary Specialty,WCM Find A Doctor URL,Accepting New Patients,Video Visits Avaliable,Languages,Zip Code,Country_ISO3166_alpha2,Latitude,Longitude,Accepted Insurance,Address,Number
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/asaxena,Yes,N/A,English,10038,,40.7101,-74.0059,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","53 Beekman Street New York, NY 10038",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/david-alaistair-scales-md-phd,Yes,N/A,English,10065,,40.7669,-73.9539,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1283 York Avenue New York, NY 10065",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/benjamin-scallon-md,Yes,N/A,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/suza-c-scalora-phd,Yes,N/A,English,10024,,40.7831,-73.977961,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","2315 Broadway New York, NY 10024",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/jmscandura,Yes,N/A,English,10021,,40.7659,-73.9567,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","520 East 70th Street New York, NY 10021",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/jose-scarpa-carniello-md,Yes,N/A,English,10022,,40.7569,-73.9647,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","416 East 55th Street New York, NY 10022",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/monica-schadlowmd-6371,Yes,N/A,English,10065,,40.7619,-73.9597,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","425 East 61st Street New York, NY 10065",(212) 746-6000
Allison D. Levy M.D.,Diagnostic Radiology,https://weillcornell.org/aischafer,Yes,N/A,English,11101,,40.7479,-73.9436,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","28-25 Jackson Avenue Long Island City, NY 11101",(212) 746-6000
Richard L. Levy M.D.,Ophthalmology,https://weillcornell.org/william-w-schairer-md,Yes,No,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Health First ,Medicaid ,Medicare ,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","1305 York Avenue New York, NY 10021",(646) 962-2020
Richard L. Levy M.D.,Ophthalmology,https://weillcornell.org/jhscharoun,Yes,No,English,10021,,40.7689,-73.9617,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Health First ,Medicaid ,Medicare ,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","212 East 69th Street New York, NY 10021",(646) 962-2020
Richard L. Levy M.D.,Ophthalmology,https://weillcornell.org/gschattman,Yes,No,English,10013,,40.7168,-74.0049,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Affinity Health Plan ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Health First ,Medicaid ,Medicare ,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,WellCare of NY ,WorldWide Medical ""","36 Worth Street New York, NY 10013",(646) 962-2020
"Samantha  Levy M.A., M.Ed.",Audiology,https://weillcornell.org/nina-felice-schatz-siemers-do,Yes,No,English,10021,,40.7685,-73.9527,No insurance information,"1305 York Avenue New York, NY 10021",(646) 962-2231
Tome  Levy M.D.,Emergency Medicine,https://weillcornell.org/tamar-schechter-pa,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Tome  Levy M.D.,Emergency Medicine,https://weillcornell.org/rjscheff,Yes,N/A,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","170 William Street New York, NY 10038",(212) 746-5026
Tome  Levy M.D.,Emergency Medicine,https://weillcornell.org/ejschenck,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Mark B. Lew ,,https://weillcornell.org/benjamin-aaron-scherban-phd,No,N/A,English,11210,,40.6309,-73.9467,No insurance information,"2704 Glenwood Road Brooklyn, NY 11210",718-859-6440
Lazaro Gustavo Lezcano ,,https://weillcornell.org/kimberly-lynn-scherer-do,No,N/A,English,10457,,40.8519,-73.9017,No insurance information,"4422 Third Avenue Bronx, NY 10457",718-960-6845
Baoqing  Li M.D.,Radiation Oncology,https://weillcornell.org/ejscherl,Yes,N/A,English,11355,,40.7532,-73.8195,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","56-45 Main Street Flushing, NY 11355",
Cassidie  Li N.P.,Internal Medicine,https://weillcornell.org/dsscherr,Yes,Yes,English,10021,,40.7685,-73.9527,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","1321 York Avenue New York, NY 10021",(212) 746-2900
"Yan  Li Ph.D., B.M.",,https://weillcornell.org/howard-i-schiffmd-6082,No,N/A,English,10065,,40.7669,-73.9527,No insurance information,"1300 York Avenue New York, NY 10065",212-746-5353
Daniel Miles Libby M.D.,,https://weillcornell.org/jonathan-david-schiffmd-6135,No,N/A,English,10022,,40.7634,-73.9712,No insurance information,"635 Madison Avenue New York, NY 10022",212-628-6611
Ava L. Liberman M.D.,Neurology,https://weillcornell.org/mschiffman,No,N/A,English,10021,,40.7659,-73.9567,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ""","520 East 70th Street New York, NY 10021",(212) 746-2596
Jason S. Kendler M.D.,,https://weillcornell.org/pnschleg,No,N/A,English,10021-4726,,40.7689,-73.9597,No insurance information,"310 East 72nd Street New York, NY 10021-4726",212-746-7300
James H. Schluger M.D.,,https://weillcornell.org/karl-schlobohm-md,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065",212-533-6566
Jodi N. Licht Psy.D.,Psychology,https://weillcornell.org/rwschloss,Yes,N/A,English,10065,,40.7639,-73.9629,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Rockefeller University - Trustmark ""","315 East 62nd Street New York, NY 10065",(646) 962-2820
Adam David Lichtman M.D.,Anesthesiology,https://weillcornell.org/james-h-schlugermd-6157,No,N/A,English,10065,,40.7649,-73.9569,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,AgeWell New York ,Amida Care ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-2962
Michael D. Lieberman M.D.,Surgery,https://weillcornell.org/richard-norman-schlusselmd-6574,Yes,N/A,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Health First ,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,WorldWide Medical ""","1315 York Avenue New York, NY 10021",
Michael D. Lieberman M.D.,Surgery,https://weillcornell.org/Sarah-Elizabeth-Schneider-NP,Yes,N/A,English,10021,,40.7685,-73.9527,"Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Affinity Access ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield HealthPlus CHP,Health First ,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Metro/Core/Charter,United Healthcare Compass ,WorldWide Medical ""","1315 York Avenue New York, NY 10021",
Stuart Edward Lieblich ,,https://weillcornell.org/feliceschnoll,No,N/A,English,6001,,41.60785,-77.7472,No insurance information,"34 Dale Road Avon, NY 6001",860-674-8079
Storm  Liebling M.D.,Pediatric Emergency Medicine,https://weillcornell.org/jessica-scholl-md,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Storm  Liebling M.D.,Pediatric Emergency Medicine,https://weillcornell.org/alison-schonberger-md,Yes,N/A,English,10038,,40.7101,-74.007954,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","170 William Street New York, NY 10038",(212) 746-5026
Storm  Liebling M.D.,Pediatric Emergency Medicine,https://weillcornell.org/emily-schonfeld-md,Yes,N/A,English,10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-5026
Benjamin L. Liechty ,Pathology,https://weillcornell.org/joy-schroeder-lcsw,No,N/A,English,10065,,40.7649,-73.9569,No insurance information,"525 East 68th Street New York, NY 10065",(212) 746-6464
Lindsay  Lief M.D.,Pulmonary Critical Care Medicine,https://weillcornell.org/aschulman,Yes,No,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WorldWide Medical ""","425 East 61st Street New York, NY 10065",(646) 962-2333
Cynthia  Lien M.D.,Geriatric Medicine,https://weillcornell.org/lauren-schulwolfmd-6296,No,Yes,"Japanese,  English",10065,,40.7649,-73.9569,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","525 East 68th Street New York, NY 10065",(212) 746-7000
Hana Iris Lim ,Hematology/Oncology,https://weillcornell.org/lauren-baldinger-schulzdo-7526,No,N/A,English,10021,,40.7659,-73.9567,"AETNA HMO,AETNA Medicare,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,Affinity Access ,Affinity Health Plan ,AgeWell New York ,Amida Care ,CIGNA ,Emblem Select Care ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield Blue Connection,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Empire Blue Cross/Blue Shield HealthPlus ,Empire Blue Cross/Blue Shield HealthPlus CHP,Fidelis Care ,GHI CBP,Health First ,Health Insurance Plan of NY (HIP) ,Health Insurance Plan of NY (HIP) Medicaid,Health Insurance Plan of NY (HIP) Medicare,Medicaid ,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Medicare Advantage,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Community Plan,United Healthcare Medicare,United Healthcare Compass ,VNSNY CHOICE HMO,VNSNY CHOICE Medicare,WellCare of NY ,WorldWide Medical ""","520 East 70th Street New York, NY 10021",(646) 962-2065
Neil  Lim MD,Internal Medicine,https://weillcornell.org/Tiffany-Schumaker-MD,Yes,Yes,English,10065,,40.7619,-73.9597,"AETNA HMO,AETNA PPO,Aetna - NYP EPO/POS,Aetna Weill Cornell Employee Managed Care Plan ,Aetna Weill Cornell Employee PPO Plan ,CIGNA ,Empire Blue Cross/Blue Shield Blue Access,Empire Blue Cross/Blue Shield EPO,Empire Blue Cross/Blue Shield HMO,Empire Blue Cross/Blue Shield Mediblue (Senior),Empire Blue Cross/Blue Shield PPO,Medicare ,Oxford Health Plans Freedom,Oxford Health Plans Liberty,Oxford Health Plans Metro/Core/Charter,Rockefeller University - Trustmark ,United Empire ,United Healthcare ,United Healthcare Compass ""","425 East 61st Street New York, NY 10065",(646) 962-2399
